"Name","Year","Height","Weight","Lang_choice","English","Math","Language","History","Physics","Chemistry","Biology","Art"
"Student 414",2010,173,84,"German",54,62,59,58,100,85,80,87
"Student 415",2010,173,76,"Hindi",78,79,69,74,58,76,62,58
"Student 416",2010,169,82,"German",57,65,70,55,79,35,72,79
"Student 417",2010,177,99,"French",66,83,59,82,64,67,81,63
"Student 418",2010,183,86,"German",78,70,79,62,64,85,70,58
"Student 419",2010,182,85,"French",90,63,65,73,84,79,60,65
"Student 420",2010,169,79,"French",50,74,59,82,74,73,64,80
"Student 421",2010,182,66,"French",63,87,75,70,71,71,51,60
"Student 422",2010,181,89,"French",91,75,75,59,95,89,85,66
"Student 423",2010,165,63,"Spanish",70,74,72,53,90,91,81,74
"Student 424",2010,176,73,"German",79,26,63,62,69,80,69,67
"Student 425",2010,178,82,"German",63,87,71,63,73,75,87,70
"Student 426",2010,170,81,"German",79,86,73,64,80,82,100,67
"Student 427",2010,171,44,"German",60,55,73,65,89,64,64,72
"Student 428",2010,172,69,"French",83,62,82,69,84,87,56,67
"Student 429",2010,174,68,"Hindi",58,63,81,53,77,75,94,46
"Student 430",2010,169,72,"Spanish",60,78,73,69,79,81,80,53
"Student 431",2010,174,73,"Spanish",73,79,65,48,67,93,73,59
"Student 432",2010,173,65,"Spanish",58,58,70,66,87,84,66,62
"Student 433",2010,165,68,"French",58,67,71,73,85,82,58,57
"Student 434",2010,173,78,"German",84,61,66,46,63,65,67,62
"Student 435",2010,171,58,"French",58,100,64,63,70,91,69,65
"Student 436",2010,171,75,"French",79,91,77,69,67,87,72,68
"Student 437",2010,172,63,"French",90,65,66,73,57,93,89,84
"Student 438",2010,166,70,"Hindi",82,72,67,87,67,85,61,68
"Student 439",2010,173,67,"Hindi",70,86,67,86,69,79,75,86
"Student 440",2010,173,58,"German",67,90,61,81,87,78,90,69
"Student 441",2010,173,74,"Hindi",65,81,74,70,63,81,69,75
"Student 442",2010,169,78,"Spanish",51,97,72,70,71,68,86,48
"Student 443",2010,173,85,"French",91,82,68,59,85,76,70,85
"Student 444",2010,171,73,"French",76,100,63,78,69,70,69,55
"Student 445",2010,173,84,"Spanish",55,78,66,75,90,82,71,71
"Student 446",2010,172,64,"German",55,70,68,62,76,69,75,52
"Student 447",2010,173,79,"French",62,74,74,79,60,74,72,48
"Student 448",2010,168,72,"Spanish",69,67,69,70,63,50,65,54
"Student 449",2010,179,100,"Hindi",69,55,81,61,59,89,78,51
"Student 450",2010,168,57,"German",79,64,68,59,89,71,90,77
"Student 451",2010,167,60,"Hindi",57,65,61,63,86,83,79,49
"Student 452",2010,175,75,"Spanish",79,49,72,73,97,72,64,42
"Student 453",2010,177,78,"French",69,77,76,78,71,55,69,71
"Student 454",2010,180,62,"German",51,91,76,67,68,100,75,75
"Student 455",2010,173,68,"Spanish",64,65,68,63,64,80,88,57
"Student 456",2010,173,64,"Hindi",70,68,84,63,100,98,71,44
"Student 457",2010,173,60,"German",79,76,80,68,75,79,79,82
"Student 458",2010,176,73,"German",73,83,61,63,72,70,74,44
"Student 459",2010,166,51,"Hindi",75,60,79,71,68,74,80,88
"Student 460",2010,170,91,"Hindi",84,64,64,74,100,88,68,39
"Student 461",2010,174,82,"French",53,92,79,61,80,98,86,54
"Student 462",2010,167,82,"Hindi",64,44,70,70,70,80,79,71
"Student 463",2010,172,69,"German",75,59,70,73,89,63,64,63
"Student 464",2010,174,89,"Spanish",59,67,54,78,61,51,80,65
"Student 465",2010,175,83,"Hindi",73,54,74,66,72,74,75,46
"Student 466",2010,174,66,"German",65,47,54,53,72,85,77,39
"Student 467",2010,174,72,"Hindi",84,90,68,57,70,85,59,64
"Student 468",2010,172,70,"Spanish",71,100,69,59,80,66,77,60
"Student 469",2010,173,71,"German",78,65,69,65,71,77,87,92
"Student 470",2010,181,70,"French",76,84,57,46,59,88,66,73
"Student 471",2010,173,53,"Hindi",68,50,69,74,92,59,68,78
"Student 472",2010,181,92,"French",91,59,74,70,77,68,92,79
"Student 473",2010,167,77,"Hindi",76,80,77,64,98,49,71,63
"Student 474",2010,177,73,"German",63,68,66,58,58,58,75,41
"Student 475",2010,170,68,"French",80,67,64,67,80,74,85,79
"Student 476",2010,172,68,"Spanish",69,78,63,72,69,70,78,65
"Student 477",2010,168,74,"German",71,52,72,66,80,96,75,81
"Student 478",2010,170,73,"German",66,35,70,70,67,88,83,72
"Student 479",2010,167,81,"French",74,22,60,72,99,80,72,69
"Student 480",2010,164,51,"German",74,79,61,72,69,81,74,62
"Student 481",2010,174,73,"Spanish",73,88,61,53,51,68,74,64
"Student 482",2010,172,74,"French",78,95,79,64,94,79,56,82
"Student 483",2010,167,55,"Spanish",63,60,68,71,56,87,80,71
"Student 484",2010,165,70,"French",63,60,76,72,71,64,80,26
"Student 485",2010,170,54,"German",65,41,59,70,82,78,67,71
"Student 486",2010,175,70,"Hindi",72,100,70,75,82,78,78,83
"Student 487",2010,173,84,"Spanish",64,51,73,56,84,69,79,88
"Student 488",2010,174,75,"Hindi",72,91,69,75,82,63,77,64
"Student 489",2010,171,71,"French",70,56,69,73,80,59,79,88
"Student 490",2010,161,82,"Spanish",64,100,76,71,74,63,75,91
"Student 491",2010,171,61,"Spanish",79,80,70,58,75,66,78,63
"Student 492",2010,175,85,"Spanish",76,49,80,73,78,61,61,94
"Student 493",2010,170,65,"Spanish",68,69,55,67,65,90,90,55
"Student 494",2010,172,77,"Hindi",65,55,65,76,74,56,63,74
"Student 495",2010,171,71,"Hindi",62,99,77,59,87,59,72,72
"Student 496",2010,160,63,"German",76,58,75,62,76,74,62,62
"Student 497",2010,177,76,"French",71,75,67,82,72,89,86,78
"Student 498",2010,176,76,"French",76,66,72,72,64,67,72,83
"Student 499",2010,179,80,"Spanish",83,64,87,59,69,55,84,83
"Student 500",2010,178,60,"Hindi",73,69,63,77,53,67,71,67
"Student 501",2010,168,66,"French",78,100,71,58,90,71,83,66
"Student 502",2010,173,88,"Spanish",55,81,75,68,74,82,71,69
"Student 503",2010,177,84,"Hindi",70,50,79,61,63,71,72,76
"Student 504",2010,171,66,"Hindi",74,85,71,58,93,71,77,88
"Student 505",2010,175,84,"Spanish",82,67,51,68,76,75,65,67
"Student 506",2010,165,69,"French",65,99,78,68,71,92,73,58
"Student 507",2010,172,76,"Spanish",69,56,65,81,72,73,80,51
"Student 508",2010,179,60,"French",68,74,63,61,76,91,75,60
"Student 509",2010,171,72,"German",77,85,67,65,93,68,82,77
"Student 510",2010,172,73,"French",70,88,71,70,77,68,70,69
"Student 511",2010,174,81,"Spanish",86,77,78,61,60,64,70,53
"Student 512",2010,178,73,"Hindi",78,70,84,54,59,82,84,64
"Student 513",2010,172,64,"Hindi",58,94,73,71,85,89,66,65
"Student 514",2010,171,59,"French",91,80,72,65,87,68,69,77
"Student 515",2010,174,81,"French",73,82,63,71,63,92,68,94
"Student 516",2010,170,67,"German",48,99,78,75,75,99,78,69
"Student 517",2010,166,65,"Spanish",56,55,80,65,75,88,54,70
"Student 518",2010,164,55,"Spanish",69,80,76,70,97,72,74,49
"Student 519",2010,171,71,"Hindi",71,64,64,65,71,84,82,58
"Student 520",2010,178,72,"German",66,70,78,64,79,73,76,70
"Student 521",2010,162,71,"French",63,68,72,83,87,81,77,71
"Student 522",2010,176,79,"French",78,42,70,61,61,81,78,42
"Student 523",2010,174,67,"Spanish",89,68,71,64,61,78,68,56
"Student 524",2010,179,80,"Hindi",67,60,80,64,69,69,68,42
"Student 525",2010,171,67,"French",68,77,80,77,94,61,89,51
"Student 526",2010,173,68,"Hindi",66,77,83,56,75,77,78,47
"Student 527",2010,174,83,"German",91,72,72,62,72,99,80,72
"Student 528",2010,168,66,"German",63,89,49,77,70,81,84,59
"Student 529",2010,180,67,"German",81,60,82,90,84,94,100,43
"Student 530",2010,172,60,"Spanish",48,77,68,72,84,73,67,43
"Student 531",2010,171,73,"German",61,66,75,68,60,85,75,65
"Student 532",2010,172,81,"Hindi",72,86,85,56,62,88,86,54
"Student 533",2010,171,80,"German",83,53,67,73,70,63,86,77
"Student 534",2010,175,73,"Hindi",80,93,60,58,83,69,71,54
"Student 535",2010,177,76,"Spanish",67,51,77,81,62,65,77,53
"Student 536",2010,174,78,"German",70,78,71,82,83,79,67,74
"Student 537",2010,173,78,"German",61,70,60,59,71,72,64,58
"Student 538",2010,175,64,"French",86,76,72,66,60,80,75,89
"Student 539",2010,175,81,"French",69,49,67,78,85,91,67,65
"Student 540",2010,172,60,"Hindi",76,40,81,58,71,64,84,57
"Student 541",2010,174,72,"German",68,75,62,70,78,88,73,43
"Student 542",2010,163,44,"German",62,86,65,58,53,60,82,70
"Student 543",2010,167,67,"French",58,47,81,79,85,58,85,68
"Student 544",2010,167,70,"German",73,56,61,77,85,71,57,67
"Student 545",2010,176,77,"Hindi",81,43,73,54,65,63,53,52
"Student 546",2010,172,67,"German",79,77,68,55,78,76,74,94
"Student 547",2010,170,67,"French",66,98,75,67,95,74,70,58
"Student 548",2010,166,80,"German",64,71,73,70,86,94,72,51
"Student 549",2010,179,91,"Hindi",73,100,76,57,85,91,76,69
"Student 550",2010,176,77,"German",66,77,61,71,56,67,73,59
"Student 551",2010,176,68,"Spanish",77,68,71,69,95,68,65,68
"Student 552",2010,165,51,"Spanish",81,93,80,65,70,69,75,74
"Student 553",2010,170,68,"French",71,92,72,58,78,85,84,41
"Student 554",2010,183,75,"Hindi",65,72,72,53,73,79,69,88
"Student 555",2010,177,71,"French",50,94,62,54,57,65,69,50
"Student 556",2010,168,61,"French",65,67,65,52,71,63,63,46
"Student 557",2010,167,67,"Hindi",78,91,72,78,80,83,74,48
"Student 558",2010,174,57,"German",53,93,78,59,80,90,81,54
"Student 559",2010,171,74,"Hindi",73,77,75,63,77,62,68,78
"Student 560",2010,175,63,"Spanish",71,49,65,68,86,76,84,65
"Student 561",2010,171,85,"Hindi",71,69,82,76,69,72,67,76
"Student 562",2010,167,70,"Spanish",62,62,77,65,69,91,70,94
"Student 563",2010,179,74,"French",68,83,64,81,50,82,80,55
"Student 564",2010,169,70,"Hindi",59,68,71,63,63,75,58,77
"Student 565",2010,174,60,"Hindi",58,82,73,65,68,95,59,70
"Student 566",2010,173,92,"Hindi",91,78,76,72,64,84,80,70
"Student 567",2010,172,71,"German",69,59,84,51,68,86,73,32
"Student 568",2010,182,103,"German",65,76,79,84,58,79,66,82
"Student 569",2010,171,78,"Hindi",63,63,77,81,94,91,73,49
"Student 570",2010,180,61,"French",84,63,81,63,79,79,60,85
"Student 571",2010,177,70,"German",72,70,55,63,83,82,66,50
"Student 572",2010,174,99,"Hindi",71,61,74,61,84,84,78,62
"Student 573",2010,172,79,"Spanish",70,51,68,63,67,81,85,56
"Student 574",2010,171,69,"Spanish",72,64,67,75,71,86,87,68
"Student 575",2010,168,65,"German",54,58,72,60,77,62,62,48
"Student 576",2010,174,76,"French",82,65,64,50,89,72,86,40
"Student 577",2010,170,77,"Spanish",77,81,76,76,70,67,90,65
"Student 578",2010,169,68,"German",81,44,74,63,89,100,51,65
"Student 579",2010,175,76,"Hindi",74,87,64,71,83,100,74,64
"Student 580",2010,176,65,"Hindi",71,90,72,68,84,72,76,59
"Student 581",2010,176,74,"German",78,58,70,65,71,88,100,89
"Student 582",2010,165,77,"French",59,26,66,72,68,83,66,68
"Student 583",2010,172,71,"Spanish",69,69,63,57,82,65,75,66
"Student 584",2010,166,50,"Hindi",65,93,65,72,81,72,75,59
"Student 585",2010,172,55,"French",87,77,66,77,71,75,93,54
"Student 586",2010,168,70,"German",68,71,73,61,84,62,89,77
"Student 587",2010,172,75,"Hindi",71,82,83,63,64,69,67,50
"Student 588",2010,171,72,"French",79,100,58,62,90,68,75,94
"Student 589",2010,173,77,"Spanish",69,28,72,66,92,73,74,60
"Student 590",2010,171,83,"French",65,58,80,63,74,71,76,76
"Student 591",2010,166,59,"Hindi",59,61,77,77,80,66,77,59
"Student 592",2010,170,63,"French",64,82,65,62,83,74,93,75
"Student 593",2010,167,70,"Hindi",70,76,69,65,79,61,62,49
"Student 594",2010,175,73,"French",67,71,77,66,56,63,80,50
"Student 595",2010,169,65,"French",54,71,70,77,75,95,92,91
"Student 596",2010,175,79,"German",75,81,61,63,62,70,77,83
"Student 597",2010,170,89,"Spanish",68,81,55,77,64,71,62,61
"Student 598",2010,170,78,"German",72,92,65,82,64,44,71,61
"Student 599",2010,170,82,"German",57,68,66,65,79,76,77,70
"Student 600",2010,166,76,"Spanish",66,50,74,67,100,100,92,43
"Student 601",2010,166,51,"Hindi",81,50,74,81,62,87,80,64
"Student 602",2010,175,73,"Hindi",69,89,58,61,91,74,60,71
"Student 603",2010,171,76,"French",71,89,60,71,73,68,64,40
"Student 604",2010,168,68,"Spanish",58,47,69,69,69,54,72,79
"Student 605",2010,169,80,"French",55,99,60,77,82,52,70,76
"Student 606",2010,174,77,"German",84,62,72,68,78,81,85,71
"Student 607",2010,169,56,"French",48,63,60,48,78,98,86,84
"Student 608",2010,177,92,"French",71,74,76,61,87,81,85,48
"Student 609",2010,172,71,"Hindi",62,84,64,71,78,83,75,52
"Student 610",2010,165,67,"Spanish",51,64,68,73,49,93,66,88
"Student 611",2010,168,75,"Hindi",70,100,62,73,68,80,63,45
"Student 612",2010,170,60,"Spanish",70,91,76,67,69,90,65,66
"Student 613",2010,165,69,"German",75,62,72,56,75,72,62,52
"Student 614",2010,169,77,"Hindi",70,37,81,58,52,74,80,46
"Student 615",2010,180,77,"Hindi",65,72,66,49,86,85,80,72
"Student 616",2010,171,83,"German",72,79,68,66,63,83,84,64
"Student 617",2010,169,69,"French",63,73,62,64,60,69,64,55
"Student 618",2010,164,60,"Spanish",87,76,76,74,72,83,79,73
"Student 619",2010,167,69,"Hindi",81,41,69,57,66,48,77,65
"Student 620",2010,176,62,"Spanish",70,60,58,53,71,92,47,64
"Student 621",2010,176,82,"Hindi",75,47,73,52,77,100,46,88
"Student 622",2010,168,69,"German",72,69,87,78,88,78,77,72
"Student 623",2010,176,74,"Spanish",53,57,70,52,75,72,69,75
"Student 624",2010,175,86,"German",74,66,78,62,73,81,72,58
"Student 625",2010,178,86,"Spanish",67,69,79,58,83,56,77,63
"Student 626",2010,176,76,"French",70,70,75,67,75,62,68,57
"Student 627",2010,177,67,"French",71,73,61,62,90,91,88,49
"Student 628",2010,171,70,"German",54,72,77,59,68,64,64,82
"Student 629",2010,177,78,"French",55,40,66,70,72,67,66,58
"Student 630",2010,174,87,"Spanish",69,73,76,71,77,93,79,58
"Student 631",2010,178,75,"French",74,71,73,83,92,78,50,65
"Student 632",2010,174,81,"Spanish",53,75,77,59,82,68,56,51
"Student 633",2010,177,76,"French",72,94,68,71,70,84,85,81
"Student 634",2010,171,82,"Hindi",66,87,68,71,100,77,76,77
"Student 635",2010,177,83,"Spanish",80,88,61,69,100,75,75,88
"Student 636",2010,172,95,"German",69,61,74,67,69,91,49,92
"Student 637",2010,170,82,"French",71,56,77,58,80,73,65,74
"Student 638",2010,177,70,"French",49,50,67,70,82,74,81,72
"Student 639",2010,165,59,"Hindi",66,86,78,71,89,90,67,33
"Student 640",2010,171,77,"Spanish",71,97,60,82,86,84,73,70
"Student 641",2010,165,74,"Spanish",48,100,84,50,75,45,67,49
"Student 642",2010,183,82,"French",64,78,70,79,96,77,85,84
"Student 643",2010,175,59,"Hindi",73,80,67,74,85,51,61,63
"Student 644",2010,170,62,"Spanish",60,58,68,73,74,77,73,80
"Student 645",2010,177,78,"Spanish",76,72,60,59,66,83,77,80
"Student 646",2010,177,91,"Hindi",74,73,67,53,84,56,75,55
"Student 647",2010,175,72,"German",70,60,71,60,70,88,78,56
"Student 648",2010,176,87,"French",65,79,67,53,63,76,77,71
"Student 649",2010,177,80,"French",80,51,65,61,86,58,87,59
"Student 650",2010,165,59,"Hindi",45,57,62,69,83,67,79,66
"Student 651",2010,175,84,"Hindi",61,67,70,69,79,86,74,79
"Student 652",2010,170,91,"German",36,96,67,60,66,66,74,81
"Student 653",2010,181,73,"Spanish",65,54,76,72,88,82,96,44
"Student 654",2010,172,76,"Spanish",65,71,68,65,85,75,76,64
"Student 655",2010,165,43,"Hindi",70,69,75,61,80,63,55,62
"Student 656",2010,170,76,"Spanish",76,76,62,57,72,61,58,74
"Student 657",2010,166,74,"Hindi",80,54,77,62,49,69,63,67
"Student 658",2010,170,78,"Hindi",64,92,69,59,65,70,75,55
"Student 659",2010,171,71,"French",75,79,80,57,86,82,67,49
"Student 660",2010,173,80,"German",56,77,59,51,69,63,70,49
"Student 661",2010,169,67,"Spanish",72,63,82,86,61,82,79,67
"Student 662",2010,172,60,"German",74,60,49,66,80,64,60,60
"Student 663",2010,164,71,"French",64,61,69,55,78,72,54,71
"Student 664",2010,173,66,"French",70,74,73,65,71,84,69,93
"Student 665",2010,171,51,"French",70,71,60,68,73,74,82,68
"Student 666",2010,179,62,"Hindi",77,89,57,51,100,90,73,48
"Student 667",2010,168,94,"Spanish",75,69,69,68,100,85,62,60
"Student 668",2010,167,60,"German",73,61,73,91,47,73,74,80
"Student 669",2010,182,96,"Hindi",74,52,53,69,65,79,65,38
"Student 670",2010,169,59,"Hindi",64,84,60,70,74,74,77,53
"Student 671",2010,183,81,"German",72,77,70,72,84,86,84,79
"Student 672",2010,176,75,"German",76,47,71,71,73,72,76,64
"Student 673",2010,170,57,"German",66,67,67,76,69,58,57,91
"Student 674",2010,173,85,"Hindi",74,60,67,76,70,76,83,64
"Student 675",2010,170,69,"Spanish",72,81,54,57,75,80,82,56
"Student 676",2010,171,89,"Spanish",72,88,83,69,64,88,79,79
"Student 677",2010,180,85,"Hindi",68,76,70,54,72,88,74,68
"Student 678",2010,172,97,"German",67,51,66,71,67,70,77,74
"Student 679",2010,174,70,"Spanish",52,71,72,70,79,80,91,81
"Student 680",2010,174,72,"Spanish",73,30,70,75,58,76,65,67
"Student 681",2010,172,72,"Spanish",66,100,69,57,73,82,76,63
"Student 682",2010,170,54,"Hindi",86,41,78,69,75,94,63,77
"Student 683",2010,171,74,"German",69,61,66,74,82,86,84,68
"Student 684",2010,172,71,"Spanish",74,86,72,59,62,90,84,66
"Student 685",2010,175,89,"Hindi",72,98,71,65,66,70,79,70
"Student 686",2010,174,60,"Hindi",59,68,67,64,85,73,83,55
"Student 687",2010,174,79,"German",72,61,62,75,99,96,82,60
"Student 688",2010,174,58,"Spanish",87,58,79,73,69,68,80,64
"Student 689",2010,175,66,"Hindi",79,66,56,77,100,78,55,52
"Student 690",2010,172,66,"Hindi",77,69,70,58,87,58,61,81
"Student 691",2010,174,90,"Hindi",84,72,58,87,86,72,74,79
"Student 692",2010,178,85,"Spanish",51,27,80,77,77,84,70,67
"Student 693",2010,178,99,"German",58,94,66,56,68,70,83,45
"Student 694",2010,169,64,"Hindi",70,69,63,67,93,73,95,49
"Student 695",2010,179,70,"Hindi",73,83,69,65,98,76,60,92
"Student 696",2010,168,49,"Spanish",68,46,67,56,81,76,64,62
"Student 697",2010,172,95,"German",89,77,65,74,62,93,77,77
"Student 698",2010,172,74,"Spanish",80,88,71,73,84,82,76,81
"Student 699",2010,176,64,"Hindi",76,63,66,62,88,90,79,43
"Student 700",2010,164,70,"French",87,71,78,70,95,66,73,61
"Student 701",2010,175,74,"French",78,75,76,72,58,63,78,71
"Student 702",2010,169,73,"German",64,80,45,66,92,77,71,83
"Student 703",2010,174,63,"German",58,77,73,59,72,54,60,65
"Student 704",2010,166,60,"German",65,81,67,78,77,71,76,80
"Student 705",2010,174,71,"Spanish",47,86,69,76,70,92,87,66
"Student 706",2010,176,92,"German",73,80,72,75,85,89,69,68
"Student 707",2010,163,72,"Hindi",62,79,72,62,84,89,79,24
"Student 708",2010,165,52,"Hindi",72,88,62,57,86,89,80,56
"Student 709",2010,172,61,"Spanish",68,85,60,69,82,82,62,85
"Student 710",2010,173,89,"Spanish",72,83,61,69,59,90,81,47
"Student 711",2010,161,40,"Hindi",63,77,71,64,82,62,71,79
"Student 712",2010,171,87,"Spanish",70,56,73,86,85,54,69,73
"Student 713",2010,176,71,"Hindi",77,89,69,88,84,69,61,79
"Student 714",2010,175,51,"Hindi",60,74,56,66,76,67,61,69
"Student 715",2010,165,93,"Spanish",66,73,71,66,87,86,100,61
"Student 716",2010,170,69,"French",68,51,64,56,70,75,78,71
"Student 717",2010,172,67,"German",87,65,74,65,53,80,84,86
"Student 718",2010,173,79,"German",64,51,81,76,68,91,75,72
"Student 719",2010,169,85,"German",65,87,75,73,85,78,76,58
"Student 720",2010,172,82,"Hindi",63,79,67,74,100,68,69,80
"Student 721",2010,168,62,"French",55,91,60,58,53,64,78,75
"Student 722",2010,175,71,"Hindi",52,68,69,66,86,59,72,71
"Student 723",2010,175,58,"Hindi",58,72,63,54,90,70,80,75
"Student 724",2010,176,65,"Spanish",81,88,60,74,66,74,86,80
"Student 725",2010,169,66,"Hindi",61,100,69,81,78,78,86,60
"Student 726",2010,172,77,"Hindi",89,53,71,65,89,67,66,67
"Student 727",2010,175,87,"German",83,79,75,71,76,71,68,72
"Student 728",2010,169,65,"German",91,56,74,69,74,80,79,43
"Student 729",2010,168,76,"German",91,60,65,68,51,93,90,64
"Student 730",2010,179,78,"Spanish",71,76,74,85,82,74,72,75
"Student 731",2010,173,56,"German",69,72,72,49,75,83,70,67
"Student 732",2010,159,54,"Hindi",70,63,76,87,66,66,78,69
"Student 733",2010,173,95,"French",83,83,69,60,89,82,68,57
"Student 734",2010,180,78,"Hindi",66,52,63,74,62,82,70,85
"Student 735",2010,170,78,"French",76,85,58,39,56,76,72,48
"Student 736",2010,170,65,"German",60,64,74,75,65,74,77,75
"Student 737",2010,174,79,"Hindi",54,67,83,71,52,72,69,57
"Student 738",2010,174,66,"Hindi",58,38,57,67,89,76,57,67
"Student 739",2010,176,80,"Hindi",57,90,70,71,76,75,67,47
"Student 740",2010,168,74,"French",91,36,62,84,74,67,71,60
"Student 741",2010,171,66,"French",67,78,68,70,85,87,77,65
"Student 742",2010,171,57,"Hindi",82,49,80,70,94,86,67,46
"Student 743",2010,167,58,"Hindi",78,80,76,69,86,78,84,78
"Student 744",2010,169,65,"Spanish",52,51,77,82,68,80,84,74
"Student 745",2010,164,60,"French",58,71,67,89,61,63,63,71
"Student 746",2010,166,65,"Spanish",71,99,75,78,71,75,80,65
"Student 747",2010,177,83,"Hindi",71,82,81,76,99,95,94,64
"Student 748",2010,171,59,"Hindi",70,93,70,64,90,74,86,43
"Student 749",2010,172,82,"German",66,70,68,79,64,87,86,60
"Student 750",2010,171,61,"Hindi",80,81,72,75,90,81,78,77
"Student 751",2010,175,69,"Spanish",67,60,71,83,80,73,71,73
"Student 752",2010,179,98,"Spanish",69,72,62,64,77,85,61,74
"Student 753",2010,167,67,"Hindi",65,74,69,91,61,89,74,80
"Student 754",2010,173,72,"Hindi",85,60,76,70,69,77,82,70
"Student 755",2010,172,69,"Hindi",65,95,68,59,81,73,61,66
"Student 756",2010,179,73,"Hindi",79,21,62,87,86,69,61,73
"Student 757",2010,174,71,"French",59,65,66,58,91,84,84,85
"Student 758",2010,174,65,"German",64,77,56,74,62,92,62,64
"Student 759",2010,163,83,"French",75,55,71,56,84,68,60,64
"Student 760",2010,167,79,"German",83,46,74,76,96,75,70,67
"Student 761",2010,173,69,"German",74,81,72,73,88,74,71,52
"Student 762",2010,171,77,"Hindi",88,65,66,63,93,86,66,69
"Student 763",2010,175,79,"Spanish",74,71,65,79,83,70,83,75
"Student 764",2010,165,67,"French",67,75,65,66,46,77,71,74
"Student 765",2010,176,85,"Spanish",87,81,68,63,54,79,48,65
"Student 766",2010,171,81,"Hindi",78,85,65,59,71,72,78,76
"Student 767",2010,173,76,"Spanish",66,62,83,80,81,78,79,81
"Student 768",2010,173,90,"German",67,64,76,67,97,81,65,49
"Student 769",2010,167,75,"Hindi",65,66,75,77,89,88,85,85
"Student 770",2010,168,73,"Spanish",66,84,73,51,54,84,56,68
"Student 771",2010,175,81,"French",63,44,59,76,62,77,72,86
"Student 772",2010,171,46,"Hindi",73,78,78,67,60,76,66,75
"Student 773",2010,173,79,"Hindi",85,85,67,59,65,61,69,73
"Student 774",2010,171,79,"Spanish",67,75,56,49,97,79,74,74
"Student 775",2010,176,61,"Hindi",72,64,68,77,96,78,68,67
"Student 776",2010,180,81,"Spanish",59,83,80,79,83,83,66,74
"Student 777",2010,175,73,"German",72,56,78,75,87,89,80,94
"Student 778",2010,172,75,"Hindi",76,61,69,76,72,78,69,38
"Student 779",2010,175,69,"French",68,89,55,56,70,61,67,71
"Student 780",2010,167,66,"Hindi",70,34,96,77,59,93,84,59
"Student 781",2010,175,71,"Spanish",59,75,85,68,76,86,56,79
"Student 782",2010,170,65,"French",65,74,58,61,70,75,70,37
"Student 783",2010,172,62,"Hindi",71,73,56,66,79,70,63,56
"Student 784",2010,174,85,"Hindi",62,48,80,51,75,83,78,58
"Student 785",2010,179,92,"Hindi",62,100,61,72,66,63,73,34
"Student 786",2010,172,77,"French",74,92,67,72,81,90,78,44
"Student 787",2010,170,79,"French",69,48,74,70,72,85,92,80
"Student 788",2010,164,59,"French",80,85,71,88,84,72,82,55
"Student 789",2010,169,70,"German",66,85,64,60,74,61,70,75
"Student 790",2010,172,69,"Hindi",64,84,59,73,78,82,76,60
"Student 791",2010,165,60,"German",80,77,70,66,96,74,73,66
"Student 792",2010,171,57,"Spanish",76,64,82,48,98,67,75,58
"Student 793",2010,172,88,"French",88,68,68,82,79,64,55,91
"Student 794",2010,178,81,"German",79,85,60,79,86,61,74,33
"Student 795",2010,172,95,"French",57,65,56,74,86,77,92,71
"Student 796",2010,169,69,"Hindi",76,100,82,73,79,71,67,68
"Student 797",2010,175,79,"German",58,89,66,64,64,90,66,70
"Student 798",2010,176,89,"Hindi",91,85,71,70,89,70,68,72
"Student 799",2010,170,78,"French",74,72,89,66,84,94,80,56
"Student 800",2010,172,78,"French",59,60,70,83,62,80,74,77
"Student 801",2010,176,93,"French",71,69,71,82,86,73,76,75
"Student 802",2010,170,68,"Hindi",73,84,71,71,93,73,87,86
"Student 803",2010,166,65,"Hindi",67,84,83,66,93,77,85,76
"Student 804",2010,164,65,"French",54,59,87,62,75,66,84,58
"Student 805",2010,181,85,"German",69,85,67,79,70,70,84,62
"Student 806",2010,170,80,"Spanish",68,61,67,52,80,76,71,51
"Student 807",2010,180,81,"Hindi",90,51,75,62,78,62,78,66
"Student 808",2010,171,78,"Hindi",82,70,65,78,86,80,68,84
"Student 809",2010,172,82,"Spanish",78,86,85,64,74,78,65,93
"Student 810",2010,168,62,"Hindi",74,67,73,59,86,56,76,70
"Student 811",2010,178,80,"Spanish",67,77,64,65,79,81,79,75
"Student 812",2010,169,73,"German",72,63,69,79,80,80,77,85
"Student 813",2010,173,77,"French",62,83,68,75,69,64,71,59
"Student 814",2010,174,87,"Hindi",63,88,54,65,75,70,65,53
"Student 815",2010,178,82,"Hindi",76,77,71,58,78,85,84,63
"Student 816",2010,164,66,"Hindi",83,72,47,57,85,67,69,70
"Student 817",2010,167,70,"Spanish",75,83,70,58,73,77,69,42
"Student 818",2010,178,92,"French",82,50,70,71,86,75,84,86
"Student 819",2010,177,63,"Hindi",68,37,69,67,89,90,84,64
"Student 820",2010,169,77,"Spanish",52,56,80,64,90,72,74,58
"Student 821",2010,171,74,"Hindi",61,71,66,65,68,85,75,48
"Student 822",2010,175,92,"Spanish",61,87,70,69,63,77,57,64
"Student 823",2010,169,50,"French",66,78,65,66,78,60,73,53
"Student 824",2010,173,68,"German",84,98,66,66,68,81,83,64
"Student 825",2010,181,89,"German",56,53,69,55,96,69,72,69
"Student 826",2010,162,71,"Spanish",74,68,67,67,96,71,70,93
"Student 827",2010,176,79,"Spanish",72,87,70,75,77,80,68,74
"Student 828",2010,177,89,"French",75,90,90,75,77,85,83,67
